place_name,review_text,sentiment_food,sentiment_service,sentiment_price,sentiment_global
Rapanui,No me gusto el lugar y cumplieron con el pedido.,NEU,NEU,NEU,NEG
La Mezzetta,Servicio lento y malo y la comida normal.,NEU,NEG,NEU,NEG
La Cabrera,Lugar normal.,NEU,NEU,NEU,NEU
La Cabrera,Todo muy grasoso.,NEG,NEU,NEU,NEG
Las Violetas,Atención rápida y cordial y lo que esperas pagar.,NEU,POS,NEU,POS
Antares,Se deja comer y buen precio.,NEU,NEU,POS,POS
Don Julio,Excelente relación precio calidad.,NEU,NEU,POS,POS
Sottovoce,"Me gusto el lugar, un poco caro y todo muy rico.",POS,NEU,NEG,POS
La Mezzetta,Servicio excelente.,NEU,POS,NEU,POS
Antares,Ni muy muy ni tan tan y precios altos.,NEU,NEU,NEG,NEG
Don Julio,Muy caro y falta personal.,NEU,NEG,NEG,NEG
Sottovoce,Precios elevados.,NEU,NEU,NEG,NEG
La Cabrera,Precios de mercado y lugar feo.,NEU,NEU,NEU,NEG
Sottovoce,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Las Violetas,Platos estándar y bastante barato.,NEU,NEU,POS,POS
Don Julio,"Nos llego todo frio, el servicio correcto y no me gusto el lugar.",NEG,NEU,NEU,NEG
Kansas,"Platos estándar, lugar sucio y un poco caro.",NEU,NEU,NEG,NEG
El Pobre Luis,Lugar normal y nos atendieron de maravilla.,NEU,POS,NEU,POS
Pizzería Guerrin,Los mozos te tratan mal.,NEU,NEG,NEU,NEG
El Cuartito,Los mozos te tratan mal.,NEU,NEG,NEU,NEG
La Mezzetta,Lugar normal.,NEU,NEU,NEU,NEU
La Cabrera,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
Las Violetas,Bastante barato y buen ambiente.,NEU,NEU,POS,POS
La Mezzetta,"No es caro, servicio excelente y el lugar esta bueno.",NEU,POS,POS,POS
La Cabrera,No es caro.,NEU,NEU,POS,POS
Pizzería Guerrin,No me pareció rico.,NEG,NEU,NEU,NEG
Las Violetas,"Me gusto el lugar, la pizza es la mejor de buenos aires y no vale lo que cuesta.",POS,NEU,NEG,POS
La Cabrera,Mala ambientacion y la comida un desastre.,NEG,NEU,NEU,NEG
La Parolaccia,"Comida aceptable, nada especial el lugar y no es caro.",NEU,NEU,POS,POS
Las Violetas,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
Antares,Excelente sabor y el servicio correcto.,POS,NEU,NEU,POS
La Cabrera,Todo muy grasoso y nada especial el lugar.,NEG,NEU,NEU,NEG
La Mezzetta,"Mala ambientacion, excelente relación precio calidad y la comida llegó fría.",NEG,NEU,POS,NEG
Pizzería Guerrin,Ni muy muy ni tan tan.,NEU,NEU,NEU,NEU
El Cuartito,Me pareció carísimo.,NEU,NEU,NEG,NEG
Sottovoce,Muy frio y la atención normal.,NEG,NEU,NEU,NEG
Don Julio,Lugar normal y la comida normal.,NEU,NEU,NEU,NEU
Las Violetas,No es barato ni caro y el lugar es hermoso.,NEU,NEU,NEU,POS
Kansas,No vale lo que cuesta y muy atentos en todo momento.,NEU,POS,NEG,NEU
Antares,No me gusto el ambiente y un poco caro.,NEU,NEU,NEG,NEG
Las Violetas,"Estaba rico, lugar normal y destaco la atención.",POS,POS,NEU,POS
Sottovoce,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
La Cabrera,Regular la comida y el servicio correcto.,NEU,NEU,NEU,NEU
La Cabrera,Todo muy grasoso y bastante barato.,NEG,NEU,POS,NEU
Las Violetas,No me gusto el lugar.,NEU,NEU,NEU,NEG
Pizzería Guerrin,Destaco la atención y no me pareció rico.,NEG,POS,NEU,NEU
El Pobre Luis,Precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEG
Rapanui,Platos estándar.,NEU,NEU,NEU,NEU
Kansas,"El mozo super amable, no vale lo que cuesta y la comida normal.",NEU,POS,NEG,NEU
Don Julio,Nos llego todo frio y no me gusto el lugar.,NEG,NEU,NEU,NEG
Las Violetas,Que rica comida y lindo lugar.,POS,NEU,NEU,POS
Sottovoce,Precios accesibles.,NEU,NEU,POS,POS
Kansas,Atención sin destacar.,NEU,NEU,NEU,NEU
Don Julio,El lugar es hermoso y la pizza es la mejor de buenos aires.,POS,NEU,NEU,POS
La Cabrera,Muy atentos en todo momento y precios de mercado.,NEU,POS,NEU,POS
La Parolaccia,No es barato ni caro y tiempos de espera normales.,NEU,NEU,NEU,NEU
Don Julio,Vino frio y nadie nos prestaba atención.,NEG,NEG,NEU,NEG
Rapanui,Mala ambientacion.,NEU,NEU,NEU,NEG
Don Julio,Me gusto el lugar y precios elevados.,NEU,NEU,NEG,NEU
Pizzería Guerrin,Me gusto el lugar.,NEU,NEU,NEU,POS
Kansas,"Me gusto mucho, nada especial el lugar y me encanto esperar 2 horas.",POS,NEG,NEU,NEU
Las Violetas,La comida estaba exquisita.,POS,NEU,NEU,POS
Rapanui,No me gustó la comida.,NEG,NEU,NEU,NEG
Sottovoce,"Tiempos de espera normales, lugar normal y la carne era una manteca.",POS,NEU,NEU,POS
Sottovoce,Precios de mercado.,NEU,NEU,NEU,NEU
Las Violetas,Si te gusta esperar este es tu lugar.,NEU,NEG,NEU,NEG
La Parolaccia,"Muy frio, lugar sucio y la atención normal.",NEG,NEU,NEU,NEG
El Pobre Luis,Servicio excelente y la carne era una manteca.,POS,POS,NEU,POS
La Cabrera,"Muy linda decoracion, precios accesibles y muy frio.",NEG,NEU,POS,POS
Antares,El lugar es hermoso y tiempos de espera normales.,NEU,NEU,NEU,POS
El Cuartito,Nada especial el lugar y me encanto esperar 2 horas.,NEU,NEG,NEU,NEG
Rapanui,Costoso y gracias por la demora.,NEU,NEG,NEG,NEG
Pizzería Guerrin,El mozo super amable.,NEU,POS,NEU,POS
Las Violetas,Me gusto el lugar y no es caro.,NEU,NEU,POS,POS
El Cuartito,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Rapanui,Ambiente estandar y atención sin destacar.,NEU,NEU,NEU,NEU
El Pobre Luis,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Kansas,Buen ambiente.,NEU,NEU,NEU,POS
Pizzería Guerrin,"Servicio lento y malo, lindo lugar y precios por las nubes.",NEU,NEG,NEG,NEG
El Pobre Luis,Atención sin destacar.,NEU,NEU,NEU,NEU
La Parolaccia,Precios de mercado y atención sin destacar.,NEU,NEU,NEU,NEU
La Mezzetta,"No estaba rico, muy mala onda los empleados y lugar feo.",NEG,NEG,NEU,NEG
Don Julio,"El lugar esta bueno, lo que esperas pagar y los mozos te tratan mal.",NEU,NEG,NEU,NEU
La Parolaccia,"Lugar sucio, la atención fue genial y te arrancan la cabeza.",NEU,POS,NEG,NEG
Pizzería Guerrin,Brillante atencion si no tienes prisa y precios de mercado.,NEU,NEG,NEU,NEG
Sottovoce,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
La Cabrera,Comida aceptable.,NEU,NEU,NEU,NEU
Rapanui,Que rica comida y no es barato ni caro.,POS,NEU,NEU,POS
Sottovoce,Nadie nos prestaba atención y poco rico.,NEG,NEG,NEU,NEG
Rapanui,No es barato ni caro.,NEU,NEU,NEU,NEU
Don Julio,Buen ambiente y la comida un desastre.,NEG,NEU,NEU,NEU
Las Violetas,Precios de mercado.,NEU,NEU,NEU,NEU
La Parolaccia,Buen precio y el servicio correcto.,NEU,NEU,POS,POS
El Cuartito,Muy atentos en todo momento y el lugar es hermoso.,NEU,POS,NEU,POS
Don Julio,La atención normal.,NEU,NEU,NEU,NEU
La Mezzetta,Te arrancan la cabeza y servicio excelente.,NEU,POS,NEG,NEU
Don Julio,No me gustó la comida.,NEG,NEU,NEU,NEG
Kansas,No me pareció rico y muy caro.,NEG,NEU,NEG,NEG
La Cabrera,"Ideal para perder el tiempo, la comida normal y no me gusto el lugar.",NEU,NEG,NEU,NEG
El Pobre Luis,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Kansas,"No me gusto el lugar, la carne estaba dura y precios por las nubes.",NEG,NEU,NEG,NEG
Sottovoce,El lugar es hermoso y atención rápida y cordial.,NEU,POS,NEU,POS
El Cuartito,Bastante barato.,NEU,NEU,POS,POS
Rapanui,Ambiente estandar y costoso.,NEU,NEU,NEG,NEG
La Cabrera,Buen precio y todo helado.,NEG,NEU,POS,NEU
El Pobre Luis,Nada especial el lugar.,NEU,NEU,NEU,NEU
Don Julio,Atención rápida y cordial.,NEU,POS,NEU,POS
Las Violetas,"Nos atendieron de maravilla, comida aceptable y lugar normal.",NEU,POS,NEU,POS
La Mezzetta,"Servicio excelente, precio acorde y estaba rico.",POS,POS,NEU,POS
La Cabrera,Ambiente estandar.,NEU,NEU,NEU,NEU
El Pobre Luis,Me encantó la comida.,POS,NEU,NEU,POS
Sottovoce,El mozo super amable y excelente sabor.,POS,POS,NEU,POS
La Parolaccia,Vino frio.,NEG,NEU,NEU,NEG
Kansas,"Los platos son abundantes y deliciosos, lugar feo y bastante barato.",POS,NEU,POS,POS
La Mezzetta,Precios de mercado.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Mala ambientacion y me pareció carísimo.,NEU,NEU,NEG,NEG
Rapanui,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
La Mezzetta,"Cumplieron con el pedido, la pizza estaba cruda y me pareció carísimo.",NEG,NEU,NEG,NEG
Antares,El servicio correcto.,NEU,NEU,NEU,NEU
Sottovoce,Bien si te gusta lo crudo.,NEG,NEU,NEU,NEG
Sottovoce,"Nada del otro mundo la comida, destaco la atención y precios por las nubes.",NEU,POS,NEG,NEU
Kansas,Buen ambiente y precios elevados.,NEU,NEU,NEG,NEU
El Pobre Luis,Bastante barato.,NEU,NEU,POS,POS
Antares,No vale lo que cuesta y comida aceptable.,NEU,NEU,NEG,NEG
La Mezzetta,"La comida una obra de arte abstracto del horror, cumplieron con el pedido y precios de mercado.",NEG,NEU,NEU,NEG
Kansas,Gracias por la demora y teniamos frio.,NEG,NEG,NEU,NEG
La Mezzetta,Platos estándar.,NEU,NEU,NEU,NEU
Antares,La atención normal y el lugar esta bueno.,NEU,NEU,NEU,POS
Antares,Ambiente estandar.,NEU,NEU,NEU,NEU
Las Violetas,El lugar es hermoso y todo muy grasoso.,NEG,NEU,NEU,NEU
La Parolaccia,Tiempos de espera normales y lo que esperas pagar.,NEU,NEU,NEU,NEU
Don Julio,"Nada especial el lugar, no me gustó la comida y lo que esperas pagar.",NEG,NEU,NEU,NEG
El Pobre Luis,Precios de mercado.,NEU,NEU,NEU,NEU
Rapanui,Nada especial el lugar.,NEU,NEU,NEU,NEU
La Mezzetta,Mala ambientacion y precios elevados.,NEU,NEU,NEG,NEG
Sottovoce,El lugar se cae a pedazos y los mozos te tratan mal.,NEU,NEG,NEU,NEG
El Pobre Luis,"Cumplieron con el pedido, poco rico y lo que esperas pagar.",NEG,NEU,NEU,NEG
Don Julio,Mala ambientacion y precios de mercado.,NEU,NEU,NEU,NEG
La Cabrera,Me gusto el lugar y atención rápida y cordial.,NEU,POS,NEU,POS
Antares,"Precios de mercado, la comida estaba exquisita y lugar normal.",POS,NEU,NEU,POS
El Cuartito,Una estafa el precio.,NEU,NEU,NEG,NEG
Las Violetas,No es barato ni caro.,NEU,NEU,NEU,NEU
El Pobre Luis,Nada del otro mundo la comida y el mozo super amable.,NEU,POS,NEU,POS
Don Julio,"Precios de mercado, tiempos de espera normales y no me gusto el lugar.",NEU,NEU,NEU,NEG
El Pobre Luis,El mozo super amable y lo que esperas pagar.,NEU,POS,NEU,POS
Antares,Me encanto esperar 2 horas y precio acorde.,NEU,NEG,NEU,NEG
Don Julio,Buen ambiente y precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEU
Sottovoce,Servicio excelente.,NEU,POS,NEU,POS
La Mezzetta,"Buen ambiente, el servicio correcto y excelente relación precio calidad.",NEU,NEU,POS,POS
Las Violetas,"Servicio excelente, no es barato ni caro y no me gusto el ambiente.",NEU,POS,NEU,NEU
Rapanui,Lo que esperas pagar y no me gustó la comida.,NEG,NEU,NEU,NEG
La Cabrera,Ambiente estandar y horrible sabor.,NEG,NEU,NEU,NEG
Las Violetas,El mozo super amable y poco bueno.,NEG,POS,NEU,NEU
Sottovoce,"Nada especial el lugar, poco rico y bastante barato.",NEG,NEU,POS,NEU
Antares,Nada especial el lugar.,NEU,NEU,NEU,NEU
Rapanui,Destaco la atención.,NEU,POS,NEU,POS
Kansas,No es caro.,NEU,NEU,POS,POS
La Parolaccia,El lugar esta bueno.,NEU,NEU,NEU,POS
El Pobre Luis,La atención fue pésima y excelente sabor.,POS,NEG,NEU,NEU
Pizzería Guerrin,Que rica comida y me pareció carísimo.,POS,NEU,NEG,NEU
Kansas,Precios accesibles.,NEU,NEU,POS,POS
Kansas,Teniamos frio y muy mala onda los empleados.,NEG,NEG,NEU,NEG
Antares,"Todo tenía sabor feo, el lugar es hermoso y precios de mercado.",NEG,NEU,NEU,NEU
El Cuartito,Que rica comida y precio acorde.,POS,NEU,NEU,POS
Sottovoce,"Lugar normal, los platos son abundantes y deliciosos y los mozos te tratan mal.",POS,NEG,NEU,NEU
Pizzería Guerrin,Bastante barato.,NEU,NEU,POS,POS
Don Julio,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Antares,Los platos son abundantes y deliciosos.,POS,NEU,NEU,POS
Don Julio,Precios de mercado y tiempos de espera normales.,NEU,NEU,NEU,NEU
Sottovoce,No es barato ni caro.,NEU,NEU,NEU,NEU
La Cabrera,Teniamos frio y precio acorde.,NEG,NEU,NEU,NEG
La Cabrera,Precio acorde y incomible.,NEG,NEU,NEU,NEG
Rapanui,"La atención normal, bastante barato y buen ambiente.",NEU,NEU,POS,POS
El Cuartito,"Me gusto mucho, el servicio correcto y costoso.",POS,NEU,NEG,NEU
Rapanui,Buen precio y el mozo super amable.,NEU,POS,POS,POS
Antares,"Lindo lugar, la comida un desastre y lo que esperas pagar.",NEG,NEU,NEU,NEU
La Mezzetta,"Atención sin destacar, me pareció carísimo y nada bueno.",NEG,NEU,NEG,NEG
La Mezzetta,Lugar normal y bastante barato.,NEU,NEU,POS,POS
El Cuartito,Brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
Don Julio,Muy atentos en todo momento y buen ambiente.,NEU,POS,NEU,POS
La Parolaccia,Lo que esperas pagar y buen ambiente.,NEU,NEU,NEU,POS
Pizzería Guerrin,Lindo lugar y el mozo super amable.,NEU,POS,NEU,POS
Don Julio,Se deja comer.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Atención sin destacar.,NEU,NEU,NEU,NEU
El Pobre Luis,Nos atendieron de maravilla.,NEU,POS,NEU,POS
La Mezzetta,"Buen ambiente, que rica comida y una estafa el precio.",POS,NEU,NEG,POS
Antares,"El servicio correcto, todo muy grasoso y el lugar es hermoso.",NEG,NEU,NEU,NEU
La Parolaccia,El lugar esta bueno.,NEU,NEU,NEU,POS
La Parolaccia,Genial si te gusta comer frio y precio acorde.,NEG,NEU,NEU,NEG
Pizzería Guerrin,Todo tenía sabor feo y lugar normal.,NEG,NEU,NEU,NEG
Sottovoce,Lo que esperas pagar.,NEU,NEU,NEU,NEU
Sottovoce,No estaba rico y costoso.,NEG,NEU,NEG,NEG
Don Julio,La atención normal y lindo lugar.,NEU,NEU,NEU,POS
Sottovoce,La atención fue genial y no estaba rico.,NEG,POS,NEU,NEU
Pizzería Guerrin,Genial si te gusta comer frio.,NEG,NEU,NEU,NEG
La Parolaccia,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Precios por las nubes.,NEU,NEU,NEG,NEG
Antares,Te arrancan la cabeza y platos estándar.,NEU,NEU,NEG,NEG
El Cuartito,"Lo que esperas pagar, platos estándar y gracias por la demora.",NEU,NEG,NEU,NEG
La Cabrera,Lugar feo y bastante barato.,NEU,NEU,POS,NEU
La Parolaccia,La atención fue pésima y lugar sucio.,NEU,NEG,NEU,NEG
Rapanui,Precios de mercado y la atención fue pésima.,NEU,NEG,NEU,NEG
El Pobre Luis,"Brillante atencion si no tienes prisa, precios de mercado y ambiente estandar.",NEU,NEG,NEU,NEG
Antares,Precios por las nubes.,NEU,NEU,NEG,NEG
Las Violetas,Ambiente estandar y la comida estaba exquisita.,POS,NEU,NEU,POS
Sottovoce,Todo tenía sabor feo.,NEG,NEU,NEU,NEG
La Mezzetta,No es caro y comida aceptable.,NEU,NEU,POS,POS
Antares,Lugar normal.,NEU,NEU,NEU,NEU
Pizzería Guerrin,"Ambiente estandar, destaco la atención y todo helado.",NEG,POS,NEU,NEU
El Pobre Luis,Servicio lento y malo.,NEU,NEG,NEU,NEG
Pizzería Guerrin,No estaba rico y servicio lento y malo.,NEG,NEG,NEU,NEG
Don Julio,Mala ambientacion y la comida llegó fría.,NEG,NEU,NEU,NEG
Las Violetas,Lugar sucio.,NEU,NEU,NEU,NEG
Pizzería Guerrin,No me pareció rico y bastante barato.,NEG,NEU,POS,NEU
Las Violetas,Lugar normal y precio acorde.,NEU,NEU,NEU,NEU
Antares,"Incomible, buen precio y ambiente estandar.",NEG,NEU,POS,NEU
La Parolaccia,Precios de mercado y la comida normal.,NEU,NEU,NEU,NEU
El Pobre Luis,Un poco caro.,NEU,NEU,NEG,NEG
Pizzería Guerrin,Gracias por la demora y lindo lugar.,NEU,NEG,NEU,NEU
Don Julio,Los platos son abundantes y deliciosos y no es barato ni caro.,POS,NEU,NEU,POS
La Mezzetta,No vale lo que cuesta.,NEU,NEU,NEG,NEG
El Cuartito,"Lo que esperas pagar, ideal para perder el tiempo y lindo lugar.",NEU,NEG,NEU,NEU
Kansas,La pizza estaba cruda.,NEG,NEU,NEU,NEG
Rapanui,Cumplieron con el pedido y precio acorde.,NEU,NEU,NEU,NEU
Antares,La atención fue genial.,NEU,POS,NEU,POS
La Cabrera,"Cumplieron con el pedido, regular la comida y me gusto el lugar.",NEU,NEU,NEU,POS
La Parolaccia,El lugar se cae a pedazos y precio acorde.,NEU,NEU,NEU,NEG
Antares,"Me encanto esperar 2 horas, ni muy muy ni tan tan y ambiente estandar.",NEU,NEG,NEU,NEG
Don Julio,Precios de mercado.,NEU,NEU,NEU,NEU
Rapanui,El mozo super amable.,NEU,POS,NEU,POS
El Pobre Luis,Atención sin destacar.,NEU,NEU,NEU,NEU
Las Violetas,Nos atendieron de maravilla.,NEU,POS,NEU,POS
Antares,Servicio excelente y el lugar esta bueno.,NEU,POS,NEU,POS
Antares,El mozo super amable.,NEU,POS,NEU,POS
Las Violetas,Lindo lugar y no es caro.,NEU,NEU,POS,POS
La Cabrera,El lugar se cae a pedazos y nos atendieron de maravilla.,NEU,POS,NEU,NEU
El Cuartito,Precios de mercado.,NEU,NEU,NEU,NEU
Don Julio,Destaco la atención y no me gusto el ambiente.,NEU,POS,NEU,NEU
Sottovoce,Muy frio.,NEG,NEU,NEU,NEG
Pizzería Guerrin,"Lugar feo, no vale lo que cuesta y comida aceptable.",NEU,NEU,NEG,NEG
Kansas,Muy atentos en todo momento.,NEU,POS,NEU,POS
Kansas,Atención sin destacar.,NEU,NEU,NEU,NEU
Kansas,"Lindo lugar, vino frio y falta personal.",NEG,NEG,NEU,NEG
El Pobre Luis,Destaco la atención y vino frio.,NEG,POS,NEU,NEU
La Mezzetta,Atención sin destacar.,NEU,NEU,NEU,NEU
La Parolaccia,"Una estafa el precio, tiempos de espera normales y comida aceptable.",NEU,NEU,NEG,NEG
Rapanui,Lo que esperas pagar.,NEU,NEU,NEU,NEU
La Cabrera,No me gusto el lugar y comida aceptable.,NEU,NEU,NEU,NEG
La Mezzetta,Lugar normal y servicio excelente.,NEU,POS,NEU,POS
La Parolaccia,Los platos son abundantes y deliciosos y ambiente estandar.,POS,NEU,NEU,POS
Pizzería Guerrin,Lugar normal y bastante barato.,NEU,NEU,POS,POS
La Mezzetta,La atención normal y no es caro.,NEU,NEU,POS,POS
Las Violetas,Los platos son abundantes y deliciosos y no es barato ni caro.,POS,NEU,NEU,POS
La Cabrera,Ambiente estandar.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Lindo lugar.,NEU,NEU,NEU,POS
El Cuartito,Precios de mercado y muy mala onda los empleados.,NEU,NEG,NEU,NEG
Antares,El lugar se cae a pedazos y no es caro.,NEU,NEU,POS,NEU
Sottovoce,Servicio lento y malo.,NEU,NEG,NEU,NEG
Don Julio,Una estafa el precio y lugar sucio.,NEU,NEU,NEG,NEG
Kansas,Ideal para perder el tiempo.,NEU,NEG,NEU,NEG
El Cuartito,Nos atendieron de maravilla y precio acorde.,NEU,POS,NEU,POS
Don Julio,No vale lo que cuesta.,NEU,NEU,NEG,NEG
Sottovoce,Precios elevados.,NEU,NEU,NEG,NEG
Don Julio,No me pareció rico.,NEG,NEU,NEU,NEG
La Mezzetta,Me gusto el lugar y la comida estaba exquisita.,POS,NEU,NEU,POS
El Cuartito,Atención sin destacar.,NEU,NEU,NEU,NEU
La Mezzetta,Ambiente estandar y platos estándar.,NEU,NEU,NEU,NEU
La Parolaccia,"Servicio excelente, me pareció carísimo y nada bueno.",NEG,POS,NEG,NEG
Sottovoce,No me gusto el lugar.,NEU,NEU,NEU,NEG
La Mezzetta,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
La Cabrera,Excelente sabor.,POS,NEU,NEU,POS
Pizzería Guerrin,No me pareció rico y no es barato ni caro.,NEG,NEU,NEU,NEG
El Pobre Luis,Nada bueno.,NEG,NEU,NEU,NEG
Sottovoce,Muy mala onda los empleados y platos estándar.,NEU,NEG,NEU,NEG
Pizzería Guerrin,"El mozo super amable, muy linda decoracion y precios elevados.",NEU,POS,NEG,POS
Kansas,"La carne estaba dura, los mozos te tratan mal y me pareció carísimo.",NEG,NEG,NEG,NEG
La Mezzetta,"Me gusto el lugar, los platos son abundantes y deliciosos y lo que esperas pagar.",POS,NEU,NEU,POS
La Cabrera,Ambiente estandar y nada del otro mundo la comida.,NEU,NEU,NEU,NEU
El Pobre Luis,Platos estándar y tiempos de espera normales.,NEU,NEU,NEU,NEU
Las Violetas,Regular la comida.,NEU,NEU,NEU,NEU
El Pobre Luis,Precios de mercado y el lugar es hermoso.,NEU,NEU,NEU,POS
La Mezzetta,Tiempos de espera normales.,NEU,NEU,NEU,NEU
Kansas,Falta personal.,NEU,NEG,NEU,NEG
Kansas,Lindo lugar.,NEU,NEU,NEU,POS
Rapanui,El mozo super amable y precio acorde.,NEU,POS,NEU,POS
Las Violetas,El lugar esta bueno y precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEU
Don Julio,Muy atentos en todo momento.,NEU,POS,NEU,POS
La Cabrera,El lugar se cae a pedazos y que rica comida.,POS,NEU,NEU,NEU
El Pobre Luis,Una estafa el precio.,NEU,NEU,NEG,NEG
El Pobre Luis,El lugar esta bueno.,NEU,NEU,NEU,POS
El Cuartito,Que rica comida.,POS,NEU,NEU,POS
Sottovoce,Precios altos y servicio excelente.,NEU,POS,NEG,NEU
Pizzería Guerrin,No me gusto el lugar y se deja comer.,NEU,NEU,NEU,NEG
Las Violetas,Muy atentos en todo momento.,NEU,POS,NEU,POS
Rapanui,Muy atentos en todo momento y muy linda decoracion.,NEU,POS,NEU,POS
El Cuartito,La atención normal.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Buen precio y excelente sabor.,POS,NEU,POS,POS
Kansas,Lugar normal y muy mala onda los empleados.,NEU,NEG,NEU,NEG
Pizzería Guerrin,Poco bueno y un poco caro.,NEG,NEU,NEG,NEG
Kansas,Muy mala onda los empleados.,NEU,NEG,NEU,NEG
Rapanui,Buen precio y me gusto mucho.,POS,NEU,POS,POS
El Cuartito,"Precios de mercado, comida aceptable y lugar feo.",NEU,NEU,NEU,NEG
Rapanui,Todo muy rico y buen precio.,POS,NEU,POS,POS
El Cuartito,El lugar esta bueno.,NEU,NEU,NEU,POS
El Pobre Luis,No es caro.,NEU,NEU,POS,POS
El Pobre Luis,Lugar sucio.,NEU,NEU,NEU,NEG
El Pobre Luis,Tiempos de espera normales y no es barato ni caro.,NEU,NEU,NEU,NEU
Pizzería Guerrin,"La atención normal, comida aceptable y el lugar esta bueno.",NEU,NEU,NEU,POS
Kansas,Me gusto el lugar y muy atentos en todo momento.,NEU,POS,NEU,POS
La Mezzetta,"Buen precio, sabroso y fresco y el lugar esta bueno.",POS,NEU,POS,POS
La Cabrera,Precio acorde y servicio excelente.,NEU,POS,NEU,POS
Pizzería Guerrin,No me gustó la comida y el lugar es hermoso.,NEG,NEU,NEU,NEU
Rapanui,Mala ambientacion.,NEU,NEU,NEU,NEG
Las Violetas,La atención fue genial y poco rico.,NEG,POS,NEU,NEU
El Cuartito,Lugar sucio.,NEU,NEU,NEU,NEG
Sottovoce,La atención normal y me pareció carísimo.,NEU,NEU,NEG,NEG
Antares,Lindo lugar y atención sin destacar.,NEU,NEU,NEU,POS
El Cuartito,"Ambiente estandar, precios de mercado y regular la comida.",NEU,NEU,NEU,NEU
Don Julio,Los platos son abundantes y deliciosos.,POS,NEU,NEU,POS
Rapanui,El lugar es hermoso.,NEU,NEU,NEU,POS
La Mezzetta,"Mala ambientacion, atención sin destacar y la carne era una manteca.",POS,NEU,NEU,NEU
La Parolaccia,Me gusto mucho y nos atendieron de maravilla.,POS,POS,NEU,POS
Don Julio,Tiempos de espera normales y no me gusto el lugar.,NEU,NEU,NEU,NEG
El Cuartito,Todo muy rico y una estafa el precio.,POS,NEU,NEG,NEU
Don Julio,Falta personal.,NEU,NEG,NEU,NEG
Sottovoce,Los mozos te tratan mal.,NEU,NEG,NEU,NEG
Pizzería Guerrin,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Teniamos frio y no me gusto el ambiente.,NEG,NEU,NEU,NEG
La Parolaccia,Me encanto esperar 2 horas y lindo lugar.,NEU,NEG,NEU,NEU
Las Violetas,Precios elevados y nada del otro mundo la comida.,NEU,NEU,NEG,NEG
Pizzería Guerrin,La atención normal.,NEU,NEU,NEU,NEU
El Cuartito,Atención sin destacar y me pareció carísimo.,NEU,NEU,NEG,NEG
Pizzería Guerrin,No vale lo que cuesta y nada especial el lugar.,NEU,NEU,NEG,NEG
El Cuartito,"Excelente relación precio calidad, el lugar es hermoso y me gusto mucho.",POS,NEU,POS,POS
Kansas,Me gusto mucho.,POS,NEU,NEU,POS
La Cabrera,Todo helado y mala ambientacion.,NEG,NEU,NEU,NEG
Antares,Excelente relación precio calidad y los mozos te tratan mal.,NEU,NEG,POS,NEU
Pizzería Guerrin,Gracias por la demora.,NEU,NEG,NEU,NEG
La Mezzetta,Nada especial el lugar.,NEU,NEU,NEU,NEU
Antares,"Atención sin destacar, precios elevados y regular la comida.",NEU,NEU,NEG,NEG
Don Julio,La comida normal.,NEU,NEU,NEU,NEU
Las Violetas,La comida normal.,NEU,NEU,NEU,NEU
La Cabrera,La comida llegó fría.,NEG,NEU,NEU,NEG
Sottovoce,Teniamos frio y precios de mercado.,NEG,NEU,NEU,NEG
El Cuartito,Precios de mercado.,NEU,NEU,NEU,NEU
Don Julio,"Mala ambientacion, no es barato ni caro y si te gusta esperar este es tu lugar.",NEU,NEG,NEU,NEG
La Cabrera,"No es caro, nos atendieron de maravilla y bien si te gusta lo crudo.",NEG,POS,POS,POS
Las Violetas,Teniamos frio.,NEG,NEU,NEU,NEG
Kansas,Comida aceptable.,NEU,NEU,NEU,NEU
El Pobre Luis,Vino frio.,NEG,NEU,NEU,NEG
El Cuartito,Lugar feo y nos llego todo frio.,NEG,NEU,NEU,NEG
La Parolaccia,Me encantó la comida.,POS,NEU,NEU,POS
Sottovoce,"Ideal para perder el tiempo, precio acorde y la comida una obra de arte abstracto del horror.",NEG,NEG,NEU,NEG
Pizzería Guerrin,Muy atentos en todo momento.,NEU,POS,NEU,POS
La Mezzetta,Precio acorde y la comida normal.,NEU,NEU,NEU,NEU
